order_id,date,product,region,salesperson,quantity,unit_price,revenue,cost,profit
ORD-001124,2024-03-30,Headset,East,Alice Johnson,36,959.15,34529.4,23885.83,10643.57
ORD-001125,2024-09-17,Keyboard,South,Frank Miller,49,576.46,28246.54,17746.27,10500.27
ORD-001126,2024-02-12,HDMI Cable,South,David Wilson,10,747.96,7479.6,3511.68,3967.92
ORD-001127,2024-07-20,Headset,South,Frank Miller,12,667.73,8012.76,3861.81,4150.95
ORD-001128,2024-09-13,USB Drive,West,David Wilson,13,674.28,8765.64,4142.59,4623.05
ORD-001129,2024-12-30,Keyboard,East,David Wilson,24,332.36,7976.64,3231.04,4745.6
ORD-001130,2024-04-10,Laptop,North,Bob Smith,44,699.93,30796.92,12498.34,18298.58
ORD-001131,2024-05-04,Monitor,Central,David Wilson,5,136.84,684.2,408.96,275.24
ORD-001132,2024-02-09,Webcam,North,Carol Davis,48,979.03,46993.44,23973.01,23020.43
ORD-001133,2024-12-17,Webcam,Central,David Wilson,16,716.58,11465.28,7855.09,3610.19
ORD-001134,2024-02-14,Headset,North,David Wilson,18,159.35,2868.3,1745.5,1122.8
ORD-001135,2024-11-20,Headset,West,Alice Johnson,49,755.2,37004.8,23483.17,13521.63
ORD-001136,2024-09-21,USB Drive,East,Carol Davis,35,240.03,8401.05,5664.15,2736.9
ORD-001137,2024-09-25,HDMI Cable,Central,David Wilson,33,550.4,18163.2,7396.54,10766.66
ORD-001138,2024-12-09,Laptop,Central,Frank Miller,14,668.09,9353.26,4603.45,4749.81
ORD-001139,2024-04-13,USB Drive,West,Carol Davis,3,992.77,2978.31,1680.92,1297.39
ORD-001140,2024-02-29,Headset,East,Emma Brown,47,658.81,30964.07,15585.53,15378.54
ORD-001141,2024-10-28,Webcam,East,Frank Miller,1,968.66,968.66,569.67,398.99
ORD-001142,2024-02-07,Keyboard,North,David Wilson,45,327.53,14738.85,9161.72,5577.13
ORD-001143,2024-05-20,Keyboard,Central,Bob Smith,27,687.42,18560.34,12235.54,6324.8
ORD-001144,2024-05-14,Webcam,East,Alice Johnson,7,731.68,5121.76,2255.51,2866.25
ORD-001145,2024-02-12,Mouse,Central,Frank Miller,22,453.68,9980.96,6084.08,3896.88
ORD-001146,2024-06-30,Laptop,West,Bob Smith,38,892.05,33897.9,15021.36,18876.54
ORD-001147,2024-02-28,Keyboard,South,Alice Johnson,39,388.69,15158.91,8580.18,6578.73
ORD-001148,2024-09-19,Laptop,North,Bob Smith,39,453.06,17669.34,8027.28,9642.06
ORD-001149,2024-07-04,Laptop,Central,Frank Miller,33,710.77,23455.41,10853.58,12601.83
ORD-001150,2024-04-16,Monitor,East,David Wilson,45,988.76,44494.2,22782.81,21711.39
ORD-001151,2024-07-09,Monitor,Central,David Wilson,26,521.99,13571.74,8617.32,4954.42
ORD-001152,2024-12-13,Webcam,North,Emma Brown,32,510.87,16347.84,10436.07,5911.77
ORD-001153,2024-03-17,USB Drive,South,David Wilson,25,986.87,24671.75,10209.09,14462.66
ORD-001154,2024-07-25,Monitor,North,Frank Miller,2,750.25,1500.5,971.93,528.57
ORD-001155,2024-02-10,Keyboard,Central,Alice Johnson,47,808.98,38022.06,20943.89,17078.17
ORD-001156,2024-08-20,Webcam,South,Emma Brown,4,903.17,3612.68,2515.22,1097.46
ORD-001157,2024-07-13,Monitor,Central,David Wilson,1,602.69,602.69,353.17,249.52
ORD-001158,2024-05-06,HDMI Cable,Central,Frank Miller,17,662.58,11263.86,6300.76,4963.1
ORD-001159,2024-05-10,Mouse,North,Alice Johnson,50,779.31,38965.5,23275.8,15689.7
ORD-001160,2024-01-29,Keyboard,Central,Frank Miller,44,350.74,15432.56,9713,5719.56
ORD-001161,2024-06-29,USB Drive,West,Bob Smith,25,881.97,22049.25,11738.06,10311.19
ORD-001162,2024-10-09,HDMI Cable,Central,Carol Davis,4,428.09,1712.36,1089.31,623.05
ORD-001163,2024-07-08,HDMI Cable,East,Emma Brown,46,678.52,31211.92,15553.41,15658.51
ORD-001164,2024-06-14,Mouse,East,Bob Smith,2,849.47,1698.94,1143.61,555.33
ORD-001165,2024-12-14,HDMI Cable,Central,Emma Brown,42,288.43,12114.06,5241.61,6872.45
ORD-001166,2024-08-29,Mouse,East,Emma Brown,7,511.45,3580.15,1686.34,1893.81
ORD-001167,2024-09-29,Headset,North,Alice Johnson,43,278.32,11967.76,5490.43,6477.33
ORD-001168,2024-11-14,Headset,North,Alice Johnson,30,611.77,18353.1,10626.68,7726.42
ORD-001169,2024-11-11,Monitor,South,Bob Smith,28,697.32,19524.96,12770.22,6754.74
ORD-001170,2024-10-20,Webcam,North,Carol Davis,20,504.9,10098,4735.19,5362.81
ORD-001171,2024-12-14,Keyboard,West,Alice Johnson,39,249.75,9740.25,4577.2,5163.05
ORD-001172,2024-01-21,Mouse,Central,Alice Johnson,16,954.59,15273.44,8045.12,7228.32
ORD-001173,2024-04-27,Keyboard,South,Alice Johnson,36,438.54,15787.44,10793.3,4994.14
ORD-001174,2024-09-20,HDMI Cable,South,Frank Miller,11,243.28,2676.08,1384.09,1291.99
ORD-001175,2024-12-05,Mouse,East,Frank Miller,38,889.95,33818.1,23629.09,10189.01
ORD-001176,2024-06-29,HDMI Cable,East,Carol Davis,10,979.69,9796.9,5624.06,4172.84
ORD-001177,2024-04-01,Monitor,Central,David Wilson,4,881.41,3525.64,1767.63,1758.01
ORD-001178,2024-05-20,Keyboard,East,Alice Johnson,23,265.25,6100.75,3354.64,2746.11
ORD-001179,2024-01-14,Laptop,Central,Frank Miller,14,880.8,12331.2,8018.5,4312.7
ORD-001180,2024-10-21,Keyboard,East,Bob Smith,18,814.48,14660.64,8526.6,6134.04
ORD-001181,2024-05-27,Webcam,South,David Wilson,29,670.59,19447.11,9931.99,9515.12
ORD-001182,2024-03-15,Webcam,North,Carol Davis,20,62.87,1257.4,850.16,407.24
ORD-001183,2024-02-25,Mouse,South,David Wilson,20,467.12,9342.4,5237.5,4104.9
ORD-001184,2024-06-19,Webcam,South,David Wilson,8,123.38,987.04,459.72,527.32
ORD-001185,2024-03-15,Laptop,North,Carol Davis,12,529.29,6351.48,4111.45,2240.03
ORD-001186,2024-03-22,Headset,South,Bob Smith,40,274.53,10981.2,5903.15,5078.05
ORD-001187,2024-04-25,Webcam,West,David Wilson,5,256.48,1282.4,896.56,385.84
ORD-001188,2024-01-14,Mouse,West,Carol Davis,35,206.31,7220.85,3153.65,4067.2
ORD-001189,2024-06-04,Headset,East,Frank Miller,41,157.9,6473.9,2755.13,3718.77
ORD-001190,2024-03-11,Headset,Central,Emma Brown,32,819.18,26213.76,17330.43,8883.33
ORD-001191,2024-11-21,Mouse,South,Carol Davis,14,79.24,1109.36,729.69,379.67
ORD-001192,2024-02-09,Laptop,North,Frank Miller,16,812.65,13002.4,8793.26,4209.14
ORD-001193,2024-09-24,HDMI Cable,North,David Wilson,12,349.81,4197.72,2735.14,1462.58
ORD-001194,2024-04-25,Monitor,West,Frank Miller,31,72.87,2258.97,1348.99,909.98
ORD-001195,2024-01-03,Monitor,East,Alice Johnson,14,811.15,11356.1,5386.69,5969.41
ORD-001196,2024-07-30,Keyboard,North,Carol Davis,50,275.94,13797,7352.26,6444.74
ORD-001197,2024-09-03,HDMI Cable,West,Emma Brown,32,238.2,7622.4,4646.21,2976.19
ORD-001198,2024-05-20,Headset,South,Emma Brown,48,421.9,20251.2,12333.7,7917.5
ORD-001199,2024-10-27,Mouse,East,Bob Smith,14,692.56,9695.84,3966.35,5729.49
ORD-001200,2024-11-11,Monitor,Central,Bob Smith,17,955.95,16251.15,7335.38,8915.77
ORD-001201,2024-11-05,Webcam,Central,Emma Brown,48,362.28,17389.44,10510.61,6878.83
ORD-001202,2024-11-26,HDMI Cable,Central,David Wilson,2,402.11,804.22,412.99,391.23
ORD-001203,2024-09-04,Laptop,East,Emma Brown,19,90.83,1725.77,1082.5,643.27
ORD-001204,2024-01-01,Keyboard,West,Emma Brown,12,82.7,992.4,588.5,403.9
ORD-001205,2024-02-04,Headset,North,David Wilson,22,512.56,11276.32,7685.24,3591.08
ORD-001206,2024-10-26,Keyboard,North,David Wilson,49,74.67,3658.83,2428.39,1230.44
ORD-001207,2024-05-12,Keyboard,South,Frank Miller,13,532.89,6927.57,4286.5,2641.07
ORD-001208,2024-03-21,Laptop,South,Emma Brown,18,315.95,5687.1,3315.73,2371.37
ORD-001209,2024-04-06,Webcam,East,Bob Smith,14,283.1,3963.4,2402.15,1561.25
ORD-001210,2024-01-09,Monitor,South,Emma Brown,7,775.11,5425.77,2323.83,3101.94
ORD-001211,2024-06-29,Laptop,East,David Wilson,16,717.23,11475.68,7406.05,4069.63
ORD-001212,2024-05-11,Keyboard,Central,Frank Miller,24,84.95,2038.8,1009.76,1029.04
ORD-001213,2024-08-20,Mouse,North,Frank Miller,33,339.32,11197.56,5919.79,5277.77
ORD-001214,2024-07-24,Webcam,South,Carol Davis,30,835.31,25059.3,17410.98,7648.32
ORD-001215,2024-01-07,USB Drive,North,Bob Smith,17,124.78,2121.26,916.14,1205.12
ORD-001216,2024-07-23,Monitor,West,Bob Smith,12,203.55,2442.6,1496.59,946.01
ORD-001217,2024-03-03,Headset,South,Carol Davis,44,566.59,24929.96,17340.69,7589.27
ORD-001218,2024-01-29,HDMI Cable,North,Alice Johnson,42,488.25,20506.5,8465.74,12040.76
ORD-001219,2024-02-12,Mouse,Central,Frank Miller,36,51.01,1836.36,1262.18,574.18
ORD-001220,2024-07-28,HDMI Cable,North,Frank Miller,11,629.99,6929.89,2921.27,4008.62
ORD-001221,2024-09-16,Mouse,East,Bob Smith,38,60.74,2308.12,1272.88,1035.24
ORD-001222,2024-09-16,USB Drive,South,David Wilson,29,749.83,21745.07,13430.52,8314.55
ORD-001223,2024-10-02,Laptop,Central,Emma Brown,40,272.57,10902.8,5065.29,5837.51
ORD-001224,2024-04-23,Keyboard,East,Alice Johnson,38,969.91,36856.58,16666.55,20190.03
ORD-001225,2024-11-17,Webcam,East,Carol Davis,23,493.06,11340.38,5589.82,5750.56
ORD-001226,2024-02-22,USB Drive,East,Carol Davis,48,372.01,17856.48,10284.93,7571.55
ORD-001227,2024-11-17,Webcam,West,Alice Johnson,40,600.18,24007.2,15820.79,8186.41
ORD-001228,2024-08-04,Headset,North,Frank Miller,31,589.32,18268.92,11085.52,7183.4
ORD-001229,2024-04-18,Laptop,North,Carol Davis,3,617.16,1851.48,990.43,861.05
ORD-001230,2024-04-03,HDMI Cable,South,Alice Johnson,25,934.87,23371.75,13260.87,10110.88
ORD-001231,2024-12-02,Keyboard,East,David Wilson,36,772.05,27793.8,15811.63,11982.17
ORD-001232,2024-03-27,Headset,South,Bob Smith,4,232.53,930.12,443.4,486.72
ORD-001233,2024-12-30,Keyboard,Central,Frank Miller,30,927.07,27812.1,19255.14,8556.96
ORD-001234,2024-06-15,Webcam,North,David Wilson,5,205.47,1027.35,634.86,392.49
ORD-001235,2024-12-29,Laptop,North,David Wilson,24,756.84,18164.16,8526.09,9638.07
ORD-001236,2024-11-28,Laptop,South,Emma Brown,6,289.24,1735.44,820.75,914.69
ORD-001237,2024-01-23,Mouse,East,Frank Miller,16,493.43,7894.88,4349.59,3545.29
ORD-001238,2024-12-16,Laptop,East,Carol Davis,48,576.79,27685.92,11214.81,16471.11
ORD-001239,2024-02-26,USB Drive,North,Carol Davis,26,111.58,2901.08,1525.58,1375.5
ORD-001240,2024-09-18,HDMI Cable,South,Carol Davis,30,913.99,27419.7,12933.96,14485.74
ORD-001241,2024-11-12,Monitor,South,Frank Miller,10,169.22,1692.2,1139.25,552.95
ORD-001242,2024-01-11,Headset,Central,David Wilson,29,759.55,22026.95,12973.09,9053.86
ORD-001243,2024-08-09,Mouse,West,David Wilson,8,552.07,4416.56,1887.7,2528.86
ORD-001244,2024-07-28,Webcam,South,David Wilson,9,68.52,616.68,363.53,253.15
ORD-001245,2024-02-09,USB Drive,South,Frank Miller,19,787.8,14968.2,7132.51,7835.69
ORD-001246,2024-05-06,Webcam,Central,Bob Smith,30,756.68,22700.4,10410.47,12289.93
ORD-001247,2024-07-05,Keyboard,East,David Wilson,16,208.76,3340.16,2164.12,1176.04
ORD-001248,2024-11-23,Headset,East,David Wilson,48,743.03,35665.44,16345.03,19320.41
ORD-001249,2024-11-13,Laptop,West,Frank Miller,40,552.35,22094,12431.88,9662.12
ORD-001250,2024-03-25,Keyboard,East,Bob Smith,15,758.51,11377.65,6614.62,4763.03
ORD-001251,2024-04-22,Monitor,North,Bob Smith,25,597.02,14925.5,8158.07,6767.43
ORD-001252,2024-01-06,Headset,South,Alice Johnson,11,437.54,4812.94,2118.32,2694.62
ORD-001253,2024-09-18,Keyboard,West,Frank Miller,20,640.49,12809.8,7053.49,5756.31
ORD-001254,2024-05-28,Webcam,Central,David Wilson,32,111.65,3572.8,1801.7,1771.1
ORD-001255,2024-12-21,Mouse,Central,Emma Brown,39,426.9,16649.1,8821.88,7827.22
ORD-001256,2024-03-15,Keyboard,East,Carol Davis,2,805.72,1611.44,696.89,914.55
ORD-001257,2024-07-02,HDMI Cable,North,Emma Brown,22,950.65,20914.3,10383.08,10531.22
ORD-001258,2024-09-07,Headset,North,David Wilson,1,403.81,403.81,215.41,188.4
ORD-001259,2024-01-17,HDMI Cable,North,Emma Brown,32,854.42,27341.44,18493.42,8848.02
ORD-001260,2024-03-08,Laptop,East,David Wilson,33,987.01,32571.33,14161.88,18409.45
ORD-001261,2024-01-03,Laptop,North,Carol Davis,22,699.39,15386.58,9083.49,6303.09
ORD-001262,2024-03-28,Webcam,East,Frank Miller,33,640.29,21129.57,14668.11,6461.46
ORD-001263,2024-02-20,Headset,North,Bob Smith,39,798.12,31126.68,21034.09,10092.59
ORD-001264,2024-02-02,Headset,Central,David Wilson,25,999.11,24977.75,16111.18,8866.57
ORD-001265,2024-02-02,Keyboard,South,David Wilson,20,426.83,8536.6,4165.29,4371.31
ORD-001266,2024-06-21,Webcam,Central,Bob Smith,42,997.12,41879.04,19901.36,21977.68
ORD-001267,2024-07-29,Headset,North,Frank Miller,19,225.47,4283.93,1925.46,2358.47
ORD-001268,2024-10-12,Keyboard,Central,Bob Smith,3,234.72,704.16,406.32,297.84
ORD-001269,2024-06-08,Keyboard,West,Carol Davis,14,217.49,3044.86,1938.23,1106.63
ORD-001270,2024-04-06,USB Drive,North,Frank Miller,9,535.13,4816.17,2444.65,2371.52
ORD-001271,2024-11-05,USB Drive,Central,Emma Brown,22,569.15,12521.3,8363.19,4158.11
ORD-001272,2024-02-09,Webcam,West,Carol Davis,39,891.54,34770.06,21608.81,13161.25
ORD-001273,2024-11-03,Laptop,Central,Bob Smith,49,172.08,8431.92,4730.4,3701.52
ORD-001274,2024-07-05,USB Drive,North,David Wilson,47,391.64,18407.08,8773.92,9633.16
ORD-001275,2024-04-10,Keyboard,East,Alice Johnson,29,981.5,28463.5,13030.45,15433.05
ORD-001276,2024-05-19,Mouse,Central,Bob Smith,45,683.34,30750.3,15860.08,14890.22
ORD-001277,2024-09-11,Laptop,South,Bob Smith,34,221.45,7529.3,4501.67,3027.63
ORD-001278,2024-06-28,HDMI Cable,South,Bob Smith,16,630.26,10084.16,6769.86,3314.3
ORD-001279,2024-01-25,Laptop,West,Alice Johnson,26,997.06,25923.56,16194,9729.56
ORD-001280,2024-09-18,USB Drive,East,Carol Davis,4,62.76,251.04,115.86,135.18
ORD-001281,2024-07-06,Webcam,North,Bob Smith,36,180.98,6515.28,3067.64,3447.64
ORD-001282,2024-08-03,Mouse,Central,Bob Smith,13,328.9,4275.7,1756.23,2519.47
ORD-001283,2024-12-04,Headset,North,Carol Davis,35,385.04,13476.4,5491.6,7984.8
ORD-001284,2024-03-24,Laptop,West,Bob Smith,42,740.62,31106.04,14981.18,16124.86
ORD-001285,2024-09-10,Mouse,East,David Wilson,29,474.57,13762.53,6840.1,6922.43
ORD-001286,2024-11-06,Monitor,North,Emma Brown,48,943.52,45288.96,26477.67,18811.29
ORD-001287,2024-03-25,Headset,East,Alice Johnson,19,959.18,18224.42,7499.36,10725.06
ORD-001288,2024-05-15,USB Drive,East,Frank Miller,31,743.81,23058.11,11207.53,11850.58
ORD-001289,2024-02-01,Laptop,North,David Wilson,3,698.27,2094.81,1180.05,914.76
ORD-001290,2024-10-24,HDMI Cable,Central,Emma Brown,31,587.03,18197.93,8656.14,9541.79
ORD-001291,2024-08-09,Keyboard,West,Emma Brown,11,220.17,2421.87,1130.69,1291.18
ORD-001292,2024-02-25,Monitor,West,Carol Davis,25,596.73,14918.25,9115.47,5802.78
ORD-001293,2024-09-05,Keyboard,North,Emma Brown,1,614.56,614.56,421.07,193.49
ORD-001294,2024-11-07,USB Drive,South,Bob Smith,20,764.7,15294,9146.15,6147.85
ORD-001295,2024-06-21,Keyboard,East,David Wilson,9,638.55,5746.95,2440.37,3306.58
ORD-001296,2024-12-14,HDMI Cable,West,Emma Brown,44,148.03,6513.32,4199.42,2313.9
ORD-001297,2024-02-08,Laptop,East,Bob Smith,17,670.9,11405.3,7009.3,4396
ORD-001298,2024-07-29,Laptop,South,Emma Brown,4,775.01,3100.04,1679.18,1420.86
ORD-001299,2024-07-22,Laptop,East,Frank Miller,37,156.8,5801.6,3867.19,1934.41
ORD-001300,2024-07-27,Monitor,South,Bob Smith,4,707.55,2830.2,1862.08,968.12
ORD-001301,2024-11-24,USB Drive,North,Carol Davis,48,705.38,33858.24,20310.68,13547.56
ORD-001302,2024-11-08,Headset,East,Bob Smith,22,741.63,16315.86,6646.78,9669.08
ORD-001303,2024-11-03,Laptop,West,Carol Davis,32,243.3,7785.6,3403.43,4382.17
ORD-001304,2024-10-17,Keyboard,North,Bob Smith,46,732.61,33700.06,14136.57,19563.49
ORD-001305,2024-09-15,Mouse,West,Bob Smith,10,563.88,5638.8,3411.54,2227.26
ORD-001306,2024-05-23,HDMI Cable,East,Carol Davis,5,898.97,4494.85,2683.83,1811.02
ORD-001307,2024-09-27,Headset,North,Alice Johnson,3,593.24,1779.72,1009.9,769.82
ORD-001308,2024-07-27,Headset,West,Bob Smith,16,826.02,13216.32,7923.98,5292.34
ORD-001309,2024-04-25,Headset,North,Alice Johnson,9,266.54,2398.86,1624.61,774.25
ORD-001310,2024-10-03,Keyboard,East,Bob Smith,22,816.64,17966.08,7715.01,10251.07
ORD-001311,2024-10-12,HDMI Cable,North,Emma Brown,19,126.4,2401.6,1398.59,1003.01
ORD-001312,2024-09-17,Mouse,West,Alice Johnson,19,910.5,17299.5,7007.16,10292.34
ORD-001313,2024-03-09,Keyboard,South,Frank Miller,6,75.82,454.92,219.76,235.16
ORD-001314,2024-08-02,Keyboard,East,David Wilson,35,411.38,14398.3,7973.49,6424.81
ORD-001315,2024-08-02,Webcam,North,David Wilson,30,816.87,24506.1,12175.12,12330.98
ORD-001316,2024-06-29,Monitor,North,Emma Brown,29,930.49,26984.21,18115.45,8868.76
ORD-001317,2024-07-25,Mouse,East,Emma Brown,17,885.69,15056.73,8891.13,6165.6
ORD-001318,2024-04-30,USB Drive,West,Emma Brown,6,636.3,3817.8,2382.28,1435.52
ORD-001319,2024-07-29,Laptop,South,Bob Smith,15,112.59,1688.85,800.73,888.12
ORD-001320,2024-05-22,Mouse,North,Emma Brown,33,807.56,26649.48,13668.4,12981.08
ORD-001321,2024-04-03,Keyboard,East,Bob Smith,25,847.97,21199.25,11805.77,9393.48
ORD-001322,2024-10-27,Mouse,South,Frank Miller,46,886.45,40776.7,27025.93,13750.77
ORD-001323,2024-12-17,Mouse,East,Alice Johnson,40,754.27,30170.8,12688.08,17482.72
ORD-001324,2024-07-21,USB Drive,Central,Emma Brown,27,737.7,19917.9,9546.33,10371.57
ORD-001325,2024-11-13,Headset,West,Alice Johnson,7,933.14,6531.98,3554.77,2977.21
ORD-001326,2024-05-10,Laptop,Central,Frank Miller,38,971.54,36918.52,16649.24,20269.28
ORD-001327,2024-04-19,Mouse,South,Alice Johnson,7,928.51,6499.57,4157.55,2342.02
ORD-001328,2024-06-19,USB Drive,North,Emma Brown,6,293.91,1763.46,1095.55,667.91
ORD-001329,2024-11-21,Monitor,Central,Carol Davis,19,828.96,15750.24,9234.51,6515.73
ORD-001330,2024-07-29,Keyboard,North,Frank Miller,37,59.82,2213.34,1481.4,731.94
ORD-001331,2024-10-09,Keyboard,East,Emma Brown,37,593.22,21949.14,10243.43,11705.71
ORD-001332,2024-06-21,Keyboard,Central,Bob Smith,15,195.4,2931,1255.82,1675.18
ORD-001333,2024-12-12,Monitor,East,David Wilson,49,910.87,44632.63,29735.24,14897.39
ORD-001334,2024-09-19,Monitor,East,David Wilson,29,596.73,17305.17,9121.9,8183.27
ORD-001335,2024-05-16,Keyboard,North,Alice Johnson,7,362.73,2539.11,1368.19,1170.92
ORD-001336,2024-07-13,Headset,South,Alice Johnson,10,537.74,5377.4,2171.9,3205.5
ORD-001337,2024-05-21,HDMI Cable,Central,Frank Miller,25,929.99,23249.75,14945.6,8304.15
ORD-001338,2024-04-10,Laptop,West,Emma Brown,8,407.02,3256.16,2034.24,1221.92
ORD-001339,2024-07-20,HDMI Cable,East,Alice Johnson,23,214.33,4929.59,2382.87,2546.72
ORD-001340,2024-04-16,Webcam,North,Carol Davis,23,442.85,10185.55,5952.93,4232.62
ORD-001341,2024-04-06,Webcam,East,Emma Brown,17,174.99,2974.83,1968.5,1006.33
ORD-001342,2024-06-27,Laptop,West,Emma Brown,33,513.54,16946.82,9318.89,7627.93
ORD-001343,2024-09-14,Webcam,Central,Alice Johnson,11,114.01,1254.11,532.86,721.25
ORD-001344,2024-10-11,USB Drive,East,Frank Miller,34,431.2,14660.8,7617.06,7043.74
ORD-001345,2024-10-26,Webcam,Central,Alice Johnson,18,81.7,1470.6,605.16,865.44
ORD-001346,2024-02-05,Headset,North,Frank Miller,30,652.64,19579.2,10056.55,9522.65
ORD-001347,2024-12-05,Mouse,West,Emma Brown,42,125.88,5286.96,3532.48,1754.48
ORD-001348,2024-05-13,USB Drive,Central,Emma Brown,17,439.02,7463.34,3139.82,4323.52
ORD-001349,2024-07-27,Headset,South,Bob Smith,28,647.88,18140.64,10760.42,7380.22
ORD-001350,2024-10-17,Keyboard,North,Carol Davis,8,204.73,1637.84,1069.88,567.96
ORD-001351,2024-11-16,Monitor,Central,Alice Johnson,17,804.13,13670.21,8525.45,5144.76
ORD-001352,2024-04-05,Headset,West,Bob Smith,2,416.87,833.74,446.62,387.12
ORD-001353,2024-12-21,Laptop,Central,Emma Brown,3,616.08,1848.24,1093.08,755.16
ORD-001354,2024-04-08,Mouse,North,David Wilson,50,336.89,16844.5,9041.34,7803.16
ORD-001355,2024-01-04,Monitor,North,Frank Miller,1,586.99,586.99,387.86,199.13
ORD-001356,2024-01-22,Keyboard,West,Emma Brown,13,811.91,10554.83,5622.93,4931.9
ORD-001357,2024-04-05,Keyboard,North,Bob Smith,19,407.46,7741.74,4141.66,3600.08
ORD-001358,2024-11-08,HDMI Cable,East,Frank Miller,29,964.77,27978.33,16096.31,11882.02
ORD-001359,2024-08-22,HDMI Cable,South,David Wilson,28,174.48,4885.44,2825.13,2060.31
ORD-001360,2024-08-06,Webcam,East,Carol Davis,19,182.78,3472.82,2110.32,1362.5
ORD-001361,2024-01-17,Mouse,North,Carol Davis,4,588.49,2353.96,1169.05,1184.91
ORD-001362,2024-01-02,HDMI Cable,East,Alice Johnson,27,475.41,12836.07,5484.76,7351.31
ORD-001363,2024-02-16,Monitor,West,Frank Miller,1,596.46,596.46,374.18,222.28
ORD-001364,2024-08-27,HDMI Cable,South,David Wilson,38,126.59,4810.42,2375.71,2434.71
ORD-001365,2024-01-02,Mouse,Central,Carol Davis,23,211.36,4861.28,2512.27,2349.01
ORD-001366,2024-02-18,Webcam,West,Frank Miller,6,509.51,3057.06,1223.35,1833.71
ORD-001367,2024-06-08,Webcam,East,Bob Smith,30,645.84,19375.2,8085.09,11290.11
ORD-001368,2024-10-15,Mouse,Central,Carol Davis,43,275.9,11863.7,5090.19,6773.51
ORD-001369,2024-05-21,Keyboard,Central,Carol Davis,48,969.22,46522.56,23579.45,22943.11
ORD-001370,2024-01-20,Headset,West,Bob Smith,40,852.48,34099.2,22505.45,11593.75
ORD-001371,2024-03-17,Webcam,Central,Carol Davis,37,945.34,34977.58,22536.83,12440.75
ORD-001372,2024-10-14,Headset,Central,Carol Davis,14,445.4,6235.6,2910.74,3324.86
ORD-001373,2024-09-09,Mouse,South,Frank Miller,43,799.64,34384.52,19333.65,15050.87
ORD-001374,2024-03-26,Monitor,North,Emma Brown,23,853.9,19639.7,12122.43,7517.27
ORD-001375,2024-04-04,Laptop,West,Frank Miller,49,263.92,12932.08,8050.29,4881.79
ORD-001376,2024-08-14,HDMI Cable,North,Alice Johnson,49,434.38,21284.62,12875.06,8409.56
ORD-001377,2024-06-17,HDMI Cable,North,David Wilson,4,342.61,1370.44,956.08,414.36
ORD-001378,2024-07-29,Keyboard,West,Alice Johnson,48,823.03,39505.44,17631.94,21873.5
ORD-001379,2024-03-19,Headset,South,David Wilson,29,468.86,13596.94,6460.8,7136.14
ORD-001380,2024-02-01,Laptop,East,Frank Miller,7,596.38,4174.66,2209.19,1965.47
ORD-001381,2024-10-29,Mouse,South,David Wilson,3,53.08,159.24,72.57,86.67
ORD-001382,2024-10-24,USB Drive,Central,Alice Johnson,12,911.38,10936.56,4424.3,6512.26
ORD-001383,2024-01-25,Laptop,West,Alice Johnson,19,569,10811,6839.6,3971.4
ORD-001384,2024-04-23,Webcam,West,Bob Smith,36,350.41,12614.76,7205.36,5409.4
ORD-001385,2024-03-29,Mouse,East,Carol Davis,10,890.54,8905.4,4351.86,4553.54
ORD-001386,2024-09-25,Keyboard,South,David Wilson,11,892.29,9815.19,6754.24,3060.95
ORD-001387,2024-01-15,Laptop,North,Alice Johnson,44,858.88,37790.72,18365.32,19425.4
ORD-001388,2024-07-27,Mouse,West,Bob Smith,40,568.93,22757.2,10582.44,12174.76
ORD-001389,2024-10-17,Mouse,South,Alice Johnson,8,521.79,4174.32,2496.97,1677.35
ORD-001390,2024-02-05,HDMI Cable,West,Carol Davis,6,784.66,4707.96,2024.29,2683.67
ORD-001391,2024-09-20,HDMI Cable,West,David Wilson,19,65.2,1238.8,691.76,547.04
ORD-001392,2024-02-29,USB Drive,East,David Wilson,42,211.6,8887.2,5085.51,3801.69
ORD-001393,2024-05-26,Headset,Central,David Wilson,25,463.82,11595.5,5876.46,5719.04
ORD-001394,2024-04-15,Monitor,East,David Wilson,45,367.78,16550.1,9410.4,7139.7
ORD-001395,2024-01-18,Keyboard,South,Frank Miller,26,231.21,6011.46,3656.73,2354.73
ORD-001396,2024-07-13,Webcam,Central,Bob Smith,35,632.26,22129.1,11492.67,10636.43
ORD-001397,2024-03-18,USB Drive,Central,Frank Miller,4,647.36,2589.44,1449.92,1139.52
ORD-001398,2024-02-08,Laptop,North,Alice Johnson,1,216.63,216.63,131.73,84.9
ORD-001399,2024-04-28,Webcam,Central,Carol Davis,29,405.1,11747.9,7307.44,4440.46
ORD-001400,2024-05-14,HDMI Cable,Central,Alice Johnson,48,207.34,9952.32,5199.4,4752.92
ORD-001401,2024-02-02,Webcam,East,Bob Smith,50,362.5,18125,12007.34,6117.66
ORD-001402,2024-02-13,USB Drive,South,Bob Smith,22,431.78,9499.16,4532.44,4966.72
ORD-001403,2024-02-22,Laptop,Central,David Wilson,20,731.17,14623.4,8301.04,6322.36
ORD-001404,2024-10-24,Laptop,West,David Wilson,30,491.84,14755.2,6261.12,8494.08
ORD-001405,2024-08-17,USB Drive,South,Bob Smith,19,114.43,2174.17,1385.42,788.75
ORD-001406,2024-02-19,Monitor,West,Carol Davis,15,304.48,4567.2,2573.87,1993.33
